Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media,Idle Time
2909644693,"Oct 23, 2019, 9:15:52 PM",Afternoon Run,Run,,277,1.26,,,FALSE,,,activities/3094504383.gpx.gz,0,,277,277,1260.4000244140625,5.5,4.550180435180664,7.199999809265137,,212.8000030517578,222.8000030517578,23.200000762939453,-0.38083148,,,87,82.82421875,,,,,0,,15,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644695,"Oct 26, 2019, 4:06:54 PM",Lunch Run,Run,,524,1.81,,,FALSE,,,activities/3094504360.gpx.gz,0,,524,524,1816.699951171875,3.9000000953674316,3.466984748840332,9,,190.39999389648438,198,12.899999618530273,-0.220179453,,,82,78.81695556640625,,,,,0,,16,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644696,"Oct 23, 2019, 8:46:14 PM",Afternoon Run,Run,,603,2.02,,,FALSE,,,activities/3094504368.gpx.gz,0,,603,571,2028.800048828125,4.300000190734863,3.5530648231506348,8.199999809265137,,213,220.8000030517578,8,-0.108438484,,,83,78.68021392822266,,,,,0,,20,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32
2909644697,"Oct 5, 2019, 2:11:07 PM",Morning Run,Run,,588,1.98,,,FALSE,,,activities/3094504393.tcx.gz,0,,588,588,1980.4000244140625,6.300000190734863,3.3680272102355957,,,,,0,0,,,121,78.67241668701172,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644698,"Oct 16, 2019, 9:19:40 PM",Afternoon Run,Run,,211,0.99,,,FALSE,,,activities/3094504358.gpx.gz,0,,211,211,991,5.099999904632568,4.696682453155518,,,219.39999389648438,220,2.5999999046325684,0,,,86,83.59313965,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644701,"Nov 27, 2019, 10:24:00 PM",Afternoon Run,Run,,1451,5.22,,,FALSE,,,activities/3094504380.gpx.gz,0,,1451,1451,5221.899902,4.199999809265137,3.5988283157348633,8.399999618530273,,193.39999389648438,210,11.199999809265137,-0.21831134,,,82,77.62145233154297,,,,,0,,14,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644709,"Sep 18, 2019, 9:35:43 PM",Afternoon Run,Run,,173,0.77,,,FALSE,,,activities/3094504386.gpx.gz,0,,173,173,774.4000244140625,5.800000190734863,4.4763007164001465,,,220.60000610351562,221.60000610351562,1.2999999523162842,-0.103305787,,,87,80.28313446044922,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644712,"Nov 18, 2019, 9:44:09 PM",Afternoon Run,Run,,3376,9.81,,,FALSE,,,activities/3094504424.gpx.gz,0,,3376,2808,9817,5.800000190734863,3.4960825443267822,34.599998474121094,,202,211,18.299999237060547,0.028521951287984848,,,82,77.19300079345703,,,,,0,,13,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,568
2909644713,"Sep 18, 2019, 9:26:03 PM",Afternoon Run,Run,,172,3.82,,,FALSE,,,activities/3094504384.gpx.gz,0,,172,74,3820.699951171875,42.70000076293945,51.631080627441406,2.6600000858306885,,218.8000030517578,223.1999969482422,1.2999999523162842,-0.054963749,,,86,81.31343078613281,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98
2909644717,"Sep 10, 2019, 9:52:49 PM",Afternoon Run,Run,,264,1.21,,,FALSE,,,activities/3094504373.gpx.gz,0,,264,264,1216.9000244140625,5.599999904632568,4.609469890594482,2.9749999046325684,,225.60000610351562,228.60000610351562,3.4000000953674316,0.073958419,,,85,82.55252838134766,,,,,0,,,,,,,,,,,,,,,,0,,,1220.699951171875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644720,"Oct 16, 2019, 9:36:14 PM",Afternoon Run,Run,,205,1,,,FALSE,,,activities/3094504390.gpx.gz,0,,205,205,1001.4000244140625,5.599999904632568,4.884878158569336,,,219.39999389648438,220,1.600000023841858,0,,,89,84.76262664794922,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644721,"Oct 8, 2019, 9:20:50 PM",Afternoon Run,Run,,257,1.17,,,FALSE,,,activities/3094504361.gpx.gz,0,,257,257,1171.0999755859375,5.699999809265137,4.556809425354004,2.9700000286102295,,225.60000610351562,228.60000610351562,3.4000000953674316,0.093928784,,,90,83.95983887,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644722,"Nov 25, 2019, 9:48:43 PM",Afternoon Run,Run,,3141,10.61,,,FALSE,,,activities/3094504433.gpx.gz,0,,3141,2820,10612.59961,7.800000190734863,3.763333320617676,29.799999237060547,,192.39999389648438,219.60000610351562,7.300000190734863,-0.11495769,,,90,77.59278106689453,,,,,0,,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321
2909644725,"Nov 22, 2019, 9:46:06 PM",Afternoon Run,Run,,2132,7.28,,,FALSE,,,activities/3094504382.gpx.gz,0,,2132,2085,7287.700195,4.699999809265137,3.495299816131592,17,,204,214.1999969482422,8,0.10977400094270706,,,81,78.06032562,,,,,0,,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47
2909644728,"Dec 2, 2019, 9:48:17 PM",Afternoon Run,Run,,2818,10.26,,,FALSE,,,activities/3094504420.gpx.gz,0,,2818,2818,10264.90039,5.300000190734863,3.6426188945770264,24.200000762939453,,229.1999969482422,240.1999969482422,8.399999618530273,-0.027277421,,,82,78.32893371582031,,,,,0,,10,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644730,"Oct 23, 2019, 9:09:49 PM",Afternoon Run,Run,,250,1.2,,,FALSE,,,activities/3094504369.gpx.gz,0,,250,250,1208.9000244140625,5.699999809265137,4.835599899291992,15.399999618530273,,214.1999969482422,221.60000610351562,17.5,-0.281247407,,,89,84.86530303955078,,,,,0,,16,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644731,"Sep 18, 2019, 9:21:23 PM",Afternoon Run,Run,,170,6.1,,,FALSE,,,activities/3094504387.gpx.gz,0,,170,68,6105.799805,48.29999923706055,89.79117584228516,,,218.8000030517578,221.8000030517578,0.699999988,-0.034393527,,,88,81.84999847,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102
2909644742,"Sep 6, 2019, 9:01:38 PM",Afternoon Run,Run,,1579,3.13,,,FALSE,,,activities/3094504437.gpx.gz,0,,1579,999,3130.199951171875,4,3.133333444595337,3.109027862548828,,218.8000030517578,222.10000610351562,4.099999904632568,-0.03833621,,,81,75.62096405029297,,,,,0,,,,,,,,,,,,,,,,0,,,3132.600098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580
2909644743,"Sep 11, 2019, 9:15:59 PM",Afternoon Run,Run,,1637,4.41,,,FALSE,,,activities/3094504434.gpx.gz,0,,1637,1377,4414.5,6.800000190734863,3.2058823108673096,3.450653553009033,,218.8000030517578,222.5,3.5,-0.033978932,,,84,77.05899810791016,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260
2909644745,"Sep 20, 2019, 9:02:04 PM",Afternoon Run,Run,,1492,3.96,,,FALSE,,,activities/3094504456.gpx.gz,0,,1492,1165,3966.600098,6.199999809265137,3.4048068523406982,3.4235293865203857,,218.8000030517578,222.39999389648438,6.400000095367432,-0.002521051,,,79,75.92441559,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327
2909644746,"Oct 15, 2019, 9:22:07 PM",Afternoon Run,Run,,1739,5.71,,,FALSE,,,activities/3094504423.gpx.gz,0,,1739,1529,5717.799805,5.300000190734863,3.7395682334899902,25.549999237060547,,201.39999389648438,224.1999969482422,24.100000381469727,-0.006995698,,,88,80.43724822998047,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210
2909644747,"Sep 10, 2019, 9:35:19 PM",Afternoon Run,Run,,411,1.65,,,FALSE,,,activities/3094504375.gpx.gz,0,,411,411,1650.0999755859375,5,4.0148420333862305,2.9846153259277344,,225.60000610351562,228.6999969482422,3.0999999046325684,0,,,85,78.89604187011719,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644748,"Sep 14, 2019, 2:16:06 PM",Morning Run,Run,,1687,3.27,,,FALSE,,,activities/3094504436.gpx.gz,0,,1687,983,3277.899902,6.199999809265137,3.334588050842285,13.725714683532715,,216,223.5,17.100000381469727,0.1067756786942482,,,91,77.21350860595703,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,704
2909644754,"Oct 4, 2019, 9:02:12 PM",Afternoon Run,Run,,1664,3.28,,,FALSE,,,activities/3094504444.gpx.gz,0,,1664,873,3286.899902,6.300000190734863,3.7650630474090576,22.725000381469727,,201.39999389648438,224.3000030517578,26.200000762939453,0.4320180118083954,,,89,79.5111084,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791
2909644755,"Oct 2, 2019, 9:35:01 PM",Afternoon Run,Run,,223,1.04,,,FALSE,,,activities/3094504364.gpx.gz,0,,223,223,1041,7.300000190734863,4.668161392211914,2.0799999237060547,,225.60000610351562,228.60000610351562,2.0999999046325684,0.13448606431484222,,,84,81.54166412353516,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644760,"Oct 16, 2019, 9:14:46 PM",Afternoon Run,Run,,209,1,,,FALSE,,,activities/3094504381.gpx.gz,0,,209,209,1007.7000122070312,5.5,4.821531295776367,,,219.39999389648438,220,2.5999999046325684,0,,,93,85.91088867,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644762,"Sep 27, 2019, 11:28:17 AM",Morning Run,Run,,1549,4.05,,,FALSE,,,activities/3094504454.gpx.gz,0,,1549,1295,4054,5.099999904632568,3.1305019855499268,3.470588207244873,,218.8000030517578,222.5,4.699999809265137,-0.012333497,,,84,76.70301818847656,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254
2909644764,"Oct 8, 2019, 9:37:36 PM",Afternoon Run,Run,,243,1.23,,,FALSE,,,activities/3094504365.gpx.gz,0,,243,243,1232.699951171875,9.800000190734863,5.072839736938477,2.924999952316284,,225.60000610351562,228.60000610351562,3.200000047683716,0.089235015,,,88,85.48728942871094,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644767,"Oct 1, 2019, 9:07:28 PM",Afternoon Run,Run,,2022,7.03,,,FALSE,,,activities/3094504461.gpx.gz,0,,2022,1952,7034.200195,5.900000095367432,3.603585958480835,60.01905441,,207.8000030517578,224.3000030517578,16.200000762939453,-0.02701089,,,90,78.62156677246094,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70
2909644777,"Oct 8, 2019, 9:57:01 PM",Afternoon Run,Run,,575,1.77,,,FALSE,,,activities/3094504374.gpx.gz,0,,575,575,1771.0999755859375,4.199999809265137,3.080173969268799,2.1633334159851074,,225.60000610351562,229.10000610351562,3.4000000953674316,-0.022584835,,,88,78.72566223144531,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644778,"Oct 16, 2019, 9:24:54 PM",Afternoon Run,Run,,211,0.99,,,FALSE,,,activities/3094504376.gpx.gz,0,,211,211,997.2000122070312,5.300000190734863,4.7260661125183105,,,219.39999389648438,220,1.7000000476837158,0,,,86,83.39705657958984,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644779,"Sep 13, 2019, 9:14:59 PM",Afternoon Run,Run,,2429,2.4,,,FALSE,,,activities/3094504470.gpx.gz,0,,2429,646,2406.5,4.5,3.7252321243286133,8.001904487609863,,216,224.3000030517578,6.5,-0.029087886,,,84,77.56012725830078,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1783
2909644783,"Sep 18, 2019, 9:30:49 PM",Afternoon Run,Run,,177,0.76,,,FALSE,,,activities/3094504400.gpx.gz,0,,177,168,761.5999755859375,5.900000095367432,4.5333333015441895,,,220.60000610351562,221.8000030517578,2.4000000953674316,-0.118172266,,,86,80.85802459716797,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9
2909644784,"Oct 16, 2019, 9:30:48 PM",Afternoon Run,Run,,193,1,,,FALSE,,,activities/3094504397.gpx.gz,0,,193,193,1007.2000122070312,6,5.218652725219727,,,219.39999389648438,220,1.5,0,,,90,86.81720733642578,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644788,"Oct 2, 2019, 9:25:45 PM",Afternoon Run,Run,,220,0.96,,,FALSE,,,activities/3094504378.gpx.gz,0,,220,220,964.5,5.199999809265137,4.384090900421143,,,226.89999389648438,228.60000610351562,1.399999976158142,-0.010368066,,,89,83.23943328857422,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644792,"Sep 17, 2019, 9:27:40 PM",Afternoon Run,Run,,2175,7.85,,,FALSE,,,activities/3094504473.gpx.gz,0,,2175,2164,7853.200195,11.699999809265137,3.6290202140808105,13.832023620605469,,218.3000030517578,226.89999389648438,15,-0.015280395,,,81,76.49349212646484,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
2909644800,"Sep 18, 2019, 8:49:45 PM",Afternoon Run,Run,,677,2.06,,,FALSE,,,activities/3094504377.gpx.gz,0,,677,623,2065.100098,4.599999904632568,3.314767360687256,2.5401785373687744,,219.3000030517578,222.5,3,0.033896662294864655,,,85,76.89845275878906,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54
2909644802,"Oct 3, 2019, 9:08:25 PM",Afternoon Run,Run,,2243,7.94,,,FALSE,,,activities/3094504460.gpx.gz,0,,2243,2230,7946.600098,13.399999618530273,3.563497782,14.385162353515625,,218.39999389648438,226.89999389648438,5.099999904632568,-0.006291999,,,84,78.91648102,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13
2909644805,"Oct 25, 2019, 4:11:45 PM",Lunch Run,Run,,1295,4.52,,,FALSE,,,activities/3094504422.gpx.gz,0,,1295,1266,4519.899902,4.300000190734863,3.570221185684204,14.399999618530273,,200.8000030517578,209.8000030517578,14.699999809265137,-0.079647779,,,84,79.55688477,,,,,0,,16,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29
2909644808,"Oct 24, 2019, 9:06:49 PM",Afternoon Run,Run,,1633,5.89,,,FALSE,,,activities/3094504415.gpx.gz,0,,1633,1569,5889.5,5.199999809265137,3.753664732,23,,203,220.1999969482422,11.300000190734863,-0.050938111,,,84,78.38150024414062,,,,,0,,12,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64
2909644810,"Sep 21, 2019, 1:24:04 PM",Morning Run,Run,,479,1.04,,,FALSE,,,activities/3094504395.gpx.gz,0,,479,332,1046.5999755859375,4.199999809265137,3.152409553527832,16.94965934753418,,361.70001220703125,372.6000061035156,19,0.18154022097587585,,,80,76.87878418,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147
2909644811,"Oct 16, 2019, 8:48:07 PM",Afternoon Run,Run,,604,2.09,,,FALSE,,,activities/3094504414.gpx.gz,0,,604,604,2093.5,4.699999809265137,3.466059684753418,3.5999999046325684,,219.39999389648438,223,3.799999952316284,-0.062096968,,,84,79.08557129,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644814,"Sep 10, 2019, 9:45:31 PM",Afternoon Run,Run,,362,1.31,,,FALSE,,,activities/3094504401.gpx.gz,0,,362,272,1310.300048828125,5.599999904632568,4.817279339,2.9727272987365723,,225.60000610351562,228.60000610351562,2.799999952316284,0.00763184,,,86,81.91984558105469,,,,,0,,,,,,,,,,,,,,,,0,,,1312.9000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90
2909644820,"Sep 12, 2019, 9:05:55 PM",Afternoon Run,Run,,526,0.2,,,FALSE,,,activities/3094504426.gpx.gz,0,,526,70,207.3000030517578,3.5999999046325684,2.961428642272949,,,193.6999969482422,194.1999969482422,1.5,-0.144717798,,,88,75.67742156982422,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,456
2909644825,"Sep 24, 2019, 9:16:14 PM",Afternoon Run,Run,,2506,4.01,,,FALSE,,,activities/3094504459.gpx.gz,0,,2506,1149,4013.899902,4.199999809265137,3.4933855533599854,19.20362663269043,,211.60000610351562,224.8000030517578,7.599999904632568,0.079722963,,,79,76.72154235839844,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1357
2909644830,"Sep 25, 2019, 9:22:55 PM",Afternoon Run,Run,,900,3.89,,,FALSE,,,activities/3094504410.gpx.gz,0,,900,900,3894.5,5.5,4.3272223472595215,9.096154213,,225.60000610351562,228.8000030517578,3.200000047683716,0.038515855,,,85,80.58520508,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644831,"Sep 28, 2019, 4:22:43 PM",Lunch Run,Run,,535,1.5,,,FALSE,,,activities/3094504418.gpx.gz,0,,535,457,1504.199951171875,4.099999904632568,3.291465997695923,3.6198530197143555,,238,246.60000610351562,3.299999952316284,-0.212737665,,,82,76.53392028808594,,,,,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78
2909644839,"Oct 21, 2019, 9:10:02 PM",Afternoon Run,Run,,2601,9.54,,,FALSE,,,activities/3094504394.gpx.gz,0,,2601,2601,9542.200195,5.099999904632568,3.668665885925293,47,,207.39999389648438,221.8000030517578,8.600000381469727,-0.010479763,,,84,78.75539398,,,,,0,,18,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
2909644841,"Nov 20, 2019, 8:12:42 PM",Afternoon Run,Run,,2002,6.55,,,FALSE,,,activities/3094504417.gpx.gz,0,,2002,1790,6551.299805,5.800000190734863,3.6599440574645996,25.200000762939453,,206.1999969482422,227.39999389648438,14.300000190734863,0.061056584,,,81,77.06031799316406,,,,,0,,13,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212
